0.001,100,0.10439167962663132,0.011962967192070474,0.008633595555561502
0.005,100,0.43225726708025014,0.04562576717183783,0.029814693921480027
0.01,100,0.6951206934840981,0.0686236380823034,0.03893700612129118
0.05,100,1.089969183119605,0.11243317144538595,0.018400280080915533
0.1,100,1.096431687859429,0.12500553771969233,0.005844982938081397
0.5,100,1.0964608113924048,0.1294390290661913,0.001411492515864822
1,100,1.096460811392405,0.12943907603586852,0.001411445546187432
5,100,-3.576739396428456e+71,-4.4227349697301994e+86,-4.422734969730197e+86
10,100,-2.4273119385977925e+104,-3.3993409788905775e+119,-3.3993409788905775e+119
0.1,1000,1.0964608113924041,0.1294390760357094,0.001411445546346742
